KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
SpaceDroneKrielLaser,Space Drone (Laser),,,,,,,,Космический дрон (лазер),,,,,,,,
SoldierAlienAssaultRifle,Enforcer,,,,,,,,Противник,,,,,,,,
SoldierAlienShotgun,Peacekeeper,,,,,,,,Охранник,,,,,,,,
SoldierHumanMale2AssaultRifle,Elite Soldier,,,,,,,,Спецназ,,,,,,,,
SoldierHumanMale2Shotgun,Elite Soldier,,,,,,,,Спецназ,,,,,,,,
SoldierHumanMaleAssaultRifle,Soldier,,,,,,,,Солдат,,,,,,,,
SoldierHumanMaleShotgun,Soldier,,,,,,,,Солдат,,,,,,,,
PilotMale,Pilot,,,,,,,,Пилот,,,,,,,,
OfficerFemale1,Officer,,,,,,,,Офицер,,,,,,,,
OfficerFemale2,Officer,,,,,,,,Офицер,,,,,,,,
OfficerMale1,Officer,,,,,,,,Офицер,,,,,,,,
OfficerMale2,Officer,,,,,,,,Офицер,,,,,,,,
Hexapod,Coordinator,,,,,,,,Контролёр,,,,,,,,
AlienAssassinGrey,Infiltrator,,,,,,,,Солдат,,,,,,,,
AlienAssassinRed,Renegade,,,,,,,,Ассассин,,,,,,,,
Creepy,Mimicrys,,,,,,,,Рептилоид,,,,,,,,
Overseer,Overseer,,,,,,,,Надзиратель,,,,,,,,
TotalHorror,Abomination,,,,,,,,Мерзость,,,,,,,,
Ripperdog,Ripperdog,,,,,,,,Собака-потрошитель,,,,,,,,
Mechanoid,Mechanoid,,,,,,,,Боевой ходок,,,,,,,,
SpaceDronePolarisLaser,Surveyor Drone,,,,,,,,Дрон с лазером,,,,,,,,
SpaceDroneTraderLaser,Laser Sentinel,,,,,,,,Дрон с лазером,,,,,,,,
TurretSVSmall,Light Laser Turret,,,,,,,,Пулеметная турель,,,,,,,,
SpaceDroneLegacyLaser,Laser Drone,,,,,,,,Дрон с лазером,,,,,,,,
DrillAttachmentSVT1,Mechanical Drill Module (SV),,,,,,,,Механический модуль буровой установки (СВ),,,,,,,,
DrillAttachmentSVT1Weapon,Mechanical Drill,,,,,,,,Механический бур,,,,,,,,
DrillAttachmentSVT2,Laser Drill Module (SV),,,,,,,,Буровой модуль К2 - Лазерный,,,,,,,,
DrillAttachmentSVT2Weapon,Laser Drill,,,,,,,,Лазерный Бур,,,,,,,,
SpaceDroneBattered01,Scrapper,,,,,,,,Дрон с лазером (поврежден),,,,,,,,
SpaceDroneBattered02,Junk Heap,,,,,,,,Дрон с лазером (поврежден),,,,,,,,
PulseLaserChargeSS,[c][00FF00]200MW Laser Charge[-][/c],,,,,,,,Лаз. заряд МС/ПС,,,,,,,,
PlasmaCannonAlien,[c][00FFAA]Plasma Beam Cannon[-][/c],,,,,,,,Плазменный бластер,,,,,,,,
PlasmaCannonAlienCharge,Plasma Cartridge,,,,,,,,Плазменный Патрон,,,,,,,,
FlameThrower,[c][15FF58]FST-13 Flamethrower[-][/c],,,,,,,,Огнемет,,,,,,,,
FlameThrowerCanister,Ethanol Canister,,,,,,,,Смесь для огнемета,,,,,,,,
bkiFlameThrower,A mid-ranged weapon that launches and ignites a stream of combustible fuel at a target.,,,,,,,,"Оружие ближнего и среднего радиуса действия, которое выстреливает и поджигает поток модифицированного биотоплива для поджигания целей.\nВНИМАНИЕ: стрельба прямо по земле перед вами может навредить вам!",,,,,,,,
bkiFlameThrowerCanister,Modified biofuel for use with Flamethrowers.,,,,,,,,Модифицировать биотопливо для использования огнеметом.,,,,,,,,
bkiPlasmaCannonAlien,"An particle beam cannon formed from active Legacy technology.\nFires a stream of supercharged exotic particles at the target, dealing constant thermal and radiological damage.\n[c][00FFAA]Legacy Technology[-][/c]\n[c][FF0000]Effects Unknown[-][/c]",,,,,,,,"Плазменный бластер неизвестного происхождения. Говорят, что империя Крил разработала это оружие.",,,,,,,,
bkiPlasmaCannonAlienCharge,A specialized cartridge used as a magazine for a variety of energy-based weapons with non-standard outputs.,,,,,,,,Пл. заряд для испольхования Плазменным бластером.,,,,,,,,
AlienBug02Group,Nyxiss Scorpion,,,,,,,,Никсис Скорпион,,,,,,,,
AlienBug03Group,Wraithworm,,,,,,,,Инопланетный жук,,,,,,,,
Titan Asteroid,Titanium Asteroid,,,,,,,,Титановый астероид,,,,,,,,
Iron Asteroid,Iron Asteroid,,,,,,,,Железный астероид,,,,,,,,
Copper Asteroid,Copper Asteroid,,,,,,,,Медный астероид,,,,,,,,
Silicon Asteroid,Silicon Asteroid,,,,,,,,Кремниевый астероид,,,,,,,,
Magnesium Asteroid,Magnesium Asteroid,,,,,,,,Магниевый астероид,,,,,,,,
Cobalt Asteroid,Cobalt Asteroid,,,,,,,,Кобальтовый астероид,,,,,,,,
Neodymium Asteroid,Neodymium Asteroid,,,,,,,,Неодимовый астероид,,,,,,,,
Promethium Asteroid,Promethium Asteroid,,,,,,,,Прометиевый астероид,,,,,,,,
Sathium Asteroid,Sathium Asteroid,,,,,,,,Сатиевый астероид,,,,,,,,
Erestrum Asteroid,Erestrum Asteroid,,,,,,,,Эреструмный астероид,,,,,,,,
Zascosium Asteroid,Zascosium Asteroid,,,,,,,,Заскозиевый астероид,,,,,,,,
Pentaxid Asteroid,Pentaxid Asteroid,,,,,,,,Пентаксидный астероид,,,,,,,,
Gold Asteroid,Gold Asteroid,,,,,,,,Золотой астероид,,,,,,,,
Ice Asteroid,Ice Asteroid,,,,,,,,Ледяной астероид,,,,,,,,
Aluminium Asteroid,Aluminium Asteroid,,,,,,,,Алюминиевый астероид,,,,,,,,
Platin Asteroid,Platinum Asteroid,,,,,,,,Платиновый астероид,,,,,,,,
CommodityItemsGlobal,Commodity Item. Can be sold at and bought from certain traders.,,,,,,,,Товарная позиция. Можно продать и купить у определенных торговцев.,,,,,,,,
MarketPrice,Marketprice (average),,,,,,,,Рыночная цена (средняя),,,,,,,,
ZiraxCivilianMaleBlue,Civilian,,,,,,,,Житель,,,,,,,,
ZiraxCivilianFemaleBlue,Civilian,,,,,,,,Житель,,,,,,,,
DamagedCyborg,Damaged Droid,,,,,,,,Повреждённый Дроид,,,,,,,,
EngineerCyborg,Droid Mechanic,,,,,,,,Киборг (инженергный),,,,,,,,
MedicCyborg,Medical Droid,,,,,,,,Медицинский Дроид,,,,,,,,
ServantCyborg,Service Droid,,,,,,,,Киборг (обслуживающий),,,,,,,,
TalonCivilianAdvancedGreen,Civilian,,,,,,,,Житель,,,,,,,,
TalonCivilianAdvancedRed,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian1Static,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian1FatStatic,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian1SmallStatic,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian2Static,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian2FatStatic,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian2ThinStatic,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian3Static,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian3FatStatic,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian4Static,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian4FatStatic,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian5Static,Civilian,,,,,,,,Житель,,,,,,,,
HumanCivilianMale1Static,Civilian,,,,,,,,Житель,,,,,,,,
HumanCivilianMale2Static,Civilian,,,,,,,,Житель,,,,,,,,
HumanCivilianMale3Static,Civilian,,,,,,,,Житель,,,,,,,,
HumanCivilianMale4Static,Civilian,,,,,,,,Житель,,,,,,,,
HumanCivilianFemale1Static,Civilian,,,,,,,,Житель,,,,,,,,
HumanCivilianFemale2Static,Civilian,,,,,,,,Житель,,,,,,,,
PilotMaleStatic,Pilot,,,,,,,,Пилот,,,,,,,,
OfficerFemale1Static,Officer,,,,,,,,Офицер,,,,,,,,
OfficerFemale2Static,Officer,,,,,,,,Офицер,,,,,,,,
OfficerMale1Static,Officer,,,,,,,,Офицер,,,,,,,,
OfficerMale2Static,Officer,,,,,,,,Офицер,,,,,,,,
ZiraxCivilianMaleBlueStatic,Civilian,,,,,,,,Офицер,,,,,,,,
ZiraxCivilianFemaleBlueStatic,Civilian,,,,,,,,Офицер,,,,,,,,
TalonCivilianAdvancedGreenStatic,Civilian,,,,,,,,Офицер,,,,,,,,
TalonCivilianAdvancedRedStatic,Civilian,,,,,,,,Офицер,,,,,,,,
DamagedCyborgStatic,Damaged Droid,,,,,,,,Повреждённый Дроид,,,,,,,,
EngineerCyborgStatic,Droid Mechanic,,,,,,,,Киборг (инженергный),,,,,,,,
MedicCyborgStatic,Medical Droid,,,,,,,,Медицинский Дроид,,,,,,,,
ServantCyborgStatic,Service Droid,,,,,,,,Киборг (обслуживающий),,,,,,,,
HexapodInfected,Infected,,,,,,,,Инфицированный,,,,,,,,
AlienAssassinInfected,Infected,,,,,,,,Инфицированный,,,,,,,,
SoldierAlienInfected,Infected,,,,,,,,Инфицированный,,,,,,,,
SoldierHumanMaleInfected,Infected,,,,,,,,Инфицированный,,,,,,,,
SoldierHumanMale2Infected,Infected,,,,,,,,Инфицированный,,,,,,,,
TalonGuardianInfectedCrossbow,Infected,,,,,,,,Инфицированный,,,,,,,,
TalonGuardianInfectedGreen,Infected,,,,,,,,Инфицированный,,,,,,,,
TalonGuardianInfectedBlue,Infected,,,,,,,,Инфицированный,,,,,,,,
TalonGuardianInfectedRed,Infected,,,,,,,,Инфицированный,,,,,,,,
ZiraxInfectedBlue,Infected,,,,,,,,Инфицированный,,,,,,,,
ZiraxInfectedGreen,Infected,,,,,,,,Инфицированный,,,,,,,,
ZiraxInfectedRed,Infected,,,,,,,,Инфицированный,,,,,,,,
ZiraxInfectedYellow,Infected,,,,,,,,Инфицированный,,,,,,,,
ZiraxInfectedPurple,Infected,,,,,,,,Инфицированный,,,,,,,,
ZiraxInfectedCommander,Infected,,,,,,,,Инфицированный,,,,,,,,
TalonGuardianBlue,Warrior,,,,,,,,Воин,,,,,,,,
TalonGuardianRed,Warrior,,,,,,,,Воин,,,,,,,,
TalonGuardianCrossbow,Hunter,,,,,,,,Охотник,,,,,,,,
TalonAdvancedGreen,Tal'on Soldier,,,,,,,,Страж,,,,,,,,
TalonAdvancedRed,Tal'on Soldier,,,,,,,,Страж,,,,,,,,
TalonGuardian,Warrior,,,,,,,,Воин,,,,,,,,
TalonGuardianCrossbowGroup,Hunter,,,,,,,,Охотник,,,,,,,,
TalonSentinelCrossbow,Hunter,,,,,,,,Охотник,,,,,,,,
TalonSentinelRed,Warrior,,,,,,,,Воин,,,,,,,,
TalonSentinel,Warrior,,,,,,,,Воин,,,,,,,,
TalonChief,Village Chief,,,,,,,,Начальник поселения,,,,,,,,
TalonGuardianGroup,Warriors,,,,,,,,Воины,,,,,,,,
TalonGuardianLeader,Group Leader,,,,,,,,Лидер группы,,,,,,,,
AssaultCyborgSentinel,Sentinel Android,,,,,,,,Штурмовой киборг,,,,,,,,
AssaultCyborgCommando,Android Command Unit,,,,,,,,Штурмовой киборг (Командос),,,,,,,,
AssaultCyborgDamaged,Damaged Battle Android,,,,,,,,Штурмовой киборг (поврежденный),,,,,,,,
AlienCivilian1,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian1Fat,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian1Small,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian2,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian2Fat,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian2Thin,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian3,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian3Fat,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian4,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian4Fat,Civilian,,,,,,,,Житель,,,,,,,,
AlienCivilian5,Civilian,,,,,,,,Житель,,,,,,,,
AlienBug02Small,Lesser Nyxiss Scorpion,,,,,,,,Инопланетный скорпион (малый),,,,,,,,
AlienBug02Baby,Nyxiss Scorpion Hatchling,,,,,,,,Инопланетный скорпион (дитеныш),,,,,,,,
Spider01Small,Lesser Erebus Spider,,,,,,,,Паук (малый),,,,,,,,
Spider01Baby,Erebus Spider Hatchling,,,,,,,,Паук (дитеныш),,,,,,,,
Spider02Small,Lesser Charon Spider,,,,,,,,Паук (малый),,,,,,,,
Spider02Baby,Charon Spider Hatchling,,,,,,,,Паук (дитеныш),,,,,,,,
Spider03Small,Lesser Pluton Spider,,,,,,,,Паук (малый),,,,,,,,
Spider03Baby,Pluton Spider Hatchling,,,,,,,,Паук (дитеныш),,,,,,,,
Trader1,Merchant,,,,,,,,Торговец,,,,,,,,
Trader2,Merchant,,,,,,,,Торговец,,,,,,,,
Trader3,Merchant,,,,,,,,Торговец,,,,,,,,
Trader4,Merchant,,,,,,,,Торговец,,,,,,,,
Trader5,Merchant,,,,,,,,Торговец,,,,,,,,
Trader6,Merchant,,,,,,,,Торговец,,,,,,,,
TraderTalon,Merchant,,,,,,,,Торговец,,,,,,,,
TraderTalon2,Merchant,,,,,,,,Торговец,,,,,,,,
TraderZirax,Merchant,,,,,,,,Торговец,,,,,,,,
TraderHuman,Merchant,,,,,,,,Торговец,,,,,,,,
TraderKriel,Merchant,,,,,,,,Торговец,,,,,,,,
TraderCyborgDamaged,Vendor,,,,,,,,Продавец,,,,,,,,
TraderCyborgEngineer,Vendor,,,,,,,,Продавец,,,,,,,,
TraderCyborgMedical,Vendor,,,,,,,,Продавец,,,,,,,,
TraderCyborgServant,Vendor,,,,,,,,Продавец,,,,,,,,
TraderCyborg,Vendor,,,,,,,,Продавец,,,,,,,,
TurretRobotV2,Security Robot,,,,,,,,Робот-охранник,,,,,,,,
AssaultMech,Assault Mech,,,,,,,,Штурмовой Мех,,,,,,,,
ZiraxCommander,Commander,,,,,,,,Командир,,,,,,,,
ZiraxMinigunGroup,Zirax Soldier,,,,,,,,Зиракс (пулемет),,,,,,,,
ZiraxRocketGroup,Laser Zirax,,,,,,,,Зиракс (лазер),,,,,,,,
ZiraxLaserGroup,Rocket Zirax,,,,,,,,Зиракс (ракетница),,,,,,,,
ZiraxShotgunGroup,Shotgun Zirax,,,,,,,,Зиракс (дробовик),,,,,,,,
MechanoidGroup,Mechanoid,,,,,,,,Боевой шагоход,,,,,,,,
DroneBaseAttackHeavyRocket,Siege Drone Gunship,,,,,,,,Дрон-корабль осады,,,,,,,,
DroneBaseAttackHeavyMinigun,Siege Drone Gunship,,,,,,,,Дрон-корабль осады,,,,,,,,
DroneTroopsTransportBaseAttack,Troop Dropship,,,,,,,,Военный транспорт,,,,,,,,
DroneTroopsTransportBaseAttackSmall,Troop Transport,,,,,,,,Военный транспорт,,,,,,,,
DroneBomberAttackBase,Heavy Bomber,,,,,,,,Бомбардировщик,,,,,,,,
AlienBug02SpawnedGroup,Nyxiss Scorpion,,,,,,,,Никсис Скорпион,,,,,,,,
CrawlerGroup,Crawler,,,,,,,,Краулер,,,,,,,,
OverseerGroup,Overseer,,,,,,,,Надзиратель,,,,,,,,
FarDrone,Unidentified Contact,,,,,,,,Неопознанный контакт,,,,,,,,
Pirates,Pirate Clans,,,,,,,,Клан Пиратов,,,,,,,,
Public,Public,,,,,,,,Общественность,,,,,,,,
Xenu,Xenu (Zirax Empire),,,,,,,,Дом Xenu (Империя Зиракс),,,,,,,,
Ghyst,Ghyst (Zirax Empire),,,,,,,,Дом Ghyst (Империя Зиракс),,,,,,,,
Rados,Rados (Zirax Empire),,,,,,,,Дом Rados (Империя Зиракс),,,,,,,,
Epsilon,Epsilon (Zirax Empire),,,,,,,,Дом Epsilon (Империя Зиракс),,,,,,,,
Serdu,Serdu (Zirax Empire),,,,,,,,Дом Serdu (Империя Зиракс),,,,,,,,
Abyssal,Abyssal (Zirax Empire),,,,,,,,Дом Abyssal (Империя Зиракс),,,,,,,,
Tesch,Tesch Collective,,,,,,,,Коллектив Tesch,,,,,,,,
Colonists,Free Colonists,,,,,,,,Свободные колонинсты,,,,,,,,
Civilian,Civilians,,,,,,,,Жители,,,,,,,,
GLaD,UCT,,,,,,,,GLaD,,,,,,,,
Void,VOID,,,,,,,,VOID,,,,,,,,
Progenitor,Progenitor,,,,,,,,Предтеча,,,,,,,,
Alien,Alien,,,,,,,,Чужой,,,,,,,,
Prey,Prey,,,,,,,,Существо,,,,,,,,
